lesson_id,word_id,kanji,hiragana,romaji,meaning,category
lesson_n5,w519,引く,ひく,,"to pull, to draw; subtract",verb_visual
lesson_n5,w520,弾く,ひく,,to play (a string instrument or piano),verb_visual
lesson_n5,w578,曲る,まがる,,"to turn, to bend",verb_visual
lesson_n5,w583,待つ,まつ,,to wait,verb_visual
lesson_n5,w590,磨く,みがく,,to brush (teeth); to polish,verb_visual
lesson_n5,w616,持つ,もつ,,"to hold, to carry; to possess",verb_visual
lesson_n5,w626,休む,やすむ,,"to rest, to have a break, to get time off",verb_visual
lesson_n5,w644,読む,よむ,,to read,verb_visual
lesson_duolingo,w075,---,ニュース,nyūsu,新闻,object
lesson_duolingo,w124,監獄,かんごく,,监狱,place
lesson_duolingo,w296,危ない,あぶない,,危险,object
lesson_duolingo,w300,警察,けいさつ,,警察,vehicle
lesson_duolingo,w326,---,デート,,date，约会,verb_visual
lesson_duolingo,w384,---,セール,,促销，sale,object
lesson_duolingo,w402,---,ミーティング,,会议，meeting,verb_visual
lesson_duolingo,w415,---,プレゼン,,报告会，present,verb_visual
lesson_n5,w076,上,うえ,,"above (up, top, etc.), over, on top of",object
lesson_n5,w280,下,した,,"under, below, beneath",object
lesson_n5,w447,中,なか,,"inside, middle, among",object
lesson_n5,w339,外,そと,,"outside, exterior",object
lesson_n5,w577,前,まえ,,"before, in front",object
lesson_n5,w433,隣,となり,,"next to, next door to",object
lesson_n5,w034,危ない,あぶない,,"dangerous, critical",object
lesson_n5,w074,色,いろ,,color,object
lesson_n5,w117,男,おとこ,,"man, male",object
lesson_n5,w138,女,おんな,,"woman, female",object
lesson_n5,w517,半分,はんぶん,,half,object
lesson_n5,w562,---,ぽけっと,,pocket,object
lesson_n5,w587,丸い,まるい,,"round, circular",object
lesson_n5,w081,---,うち,,home; house; my place,place
lesson_n5,w093,---,えれべーたー,,elevator,place
lesson_n5,w143,階段,かいだん,,stairs,place
lesson_n5,w157,風,かぜ,,"wind, breeze",nature
lesson_n5,w262,財布,さいふ,,wallet,object
lesson_n5,w355,---,たくしー,,taxi,vehicle
lesson_n5,w362,---,たばこ,,"tobacco, cigarettes",object
lesson_n5,w468,---,にゅーす,,news,object
lesson_n5,w619,門,もん,,gate,building
lesson_n5,w645,夜,よる,,"evening, night",nature
lesson_n5,w158,風邪,かぜ,,"cold, flu",verb_visual
lesson_n5,w436,止まる,とまる,,to come to a halt,verb_visual
lesson_n5,w459,並ぶ,ならぶ,,"to line up, to stand in a line (v.i.)",verb_visual
lesson_01,w009,大学,だいがく,daigaku,大学,building
lesson_01,w012,出迎え,でむかえ,demukae,迎接,verb_visual
